customer_id,ebb_eligible
d4d028ba41179c4a0fca7c7c6b5ba8e7459685df,1
70e8ca5dcb6a42b6a6aa367e4618ac59348fe3dc,1
3434456237ec44a0b72ceb0b840a192416d27b2d,1
dd3583f781cda54f8d062d26dbe0735dfa18c4e8,1
a510659a306501fdfc3f1967d40dc38cdf175944,1
d2723dbcf25ce76074daa9207848c3ff05596001,0
be29a4fb0eab3d59726beae744d7b7a80531ed2d,1
86458a2de23ac244a7c1a92606d7fb3544c3d65b,0
ba9fd4710d12f25fdd24e6534f034064cf51c240,1
85edf04183819a69662093b2cece6d2fc055781d,1
74b0e88dedf0081c68fc0e7dee28cfc7b96373d2,0
cc641bc431a8c77a8c159dd39f95ea08f3a8d092,1
9fff8c4082ca77d535aef8258707f127a06bcc01,1
838ed26b89f7c68f002211c099b539b10abec24d,0
4ab94857680e97e624c4b6c057599f07da8c28f5,0
5ea25f2c4dd9834bef12324326e70aa3b81f5ad7,1
d30daed5a5a152bd3aa387bbceb3ff615fd76e72,1
99af2ff822ec2c092129798bec560aa7d928c731,1
6d8286b3c363b0b2b74e0fd1e6d07d3630db8c63,0
d83424d86704d7aeb43921ab8c36a9ec7fe3267d,0
55b1a0316eb4c29fa93692e4f04ce14cf7bb6873,1
96aacb157b19718afd5045e04b1051a194a46680,0
f3ba6ce75289b1fb8cea880d092b1275146e7601,0
af3c5c3c756c236d5c4ed3c794aabf37293cb959,1
64699d99384e21bc691696e01c540afe041146bc,0
d883a03598f4aeaba9129d25b1688ea418e4a7b9,1
c4d4e60ba926749ebe6fb07df5cf7f266ddc3be6,1
99c99fb39b8e8f6855cf63178a3792af7c1adf77,0
4fd7d8a81b8a851b531f17804be623a0ebbca8d0,1
fa36620d57464654f0fdd136a6c96276b2d21d7d,1
210d56f3cb136410a461d66b02467df5a23f279f,0
aa8c92d9c1b0095c70a950ba2f0280bb60df4f1c,0
9af7229b9c3e0fcf579441a86328b5eed7b8dd88,1
f21af616b82768fc9efbe8acb658b5fa0c900956,1
c7079f0800e3758b64f58126419fe440e010e419,0
1f609851a457f16566570930e938fb8d59b1d4f9,1
c86f8c6f18abfe5b6c641390460e6536732da354,1
59e6ee7e57f65f033a36b6e86511e2f716ca03fb,0
5d1ce5fe6162647e6642f0e9c62a37bb70b270d7,0
39601aec1bd4fc07fc141f2ae25a64da644c6251,1
60d1b79b9c43b05e85c97f779ed390845286124e,0
86605f81a65df41ba6966477cf9c060e3e804abb,1
d250a01c2e67a47deed789cc4ac220457540fbe1,1
69e7d2048df5cae2ce037f9079cfb1f1df4d96a8,0
4ecf0a54a6d6ab978ffde7e9c3be28fb1d8501da,0
6d10a82a2b7f21e1bd22c1c927d1ca8dcb73ac03,0
63d1329e7c656538ac8292217b39c10e9151ed70,0
3cd784f2c6dc657053f421d84238f04dcba97974,1
b0d2c4ea65d6405cba5ad435dbc662f5200e25e6,1
abdb0412f6bcefc997dd35189586ccfd74ce6df1,0
07dca6a2b9e257e111b26d44b4f4944ea3c22a87,0
cb8c74cd2f7222d1600ac7c0da59698eaae02227,0
18c1b254e1273f9dfb279dbe658aae238913b314,0
e18341c789c4b67b93aeacce4f5e3f4b7791ffd0,0
adaea68cd1a4672ecf7b2104f992902b26e5e576,0
1b8f01e7d8634a4cbb99503833331ea9df3dd76a,0
adbf6d6313251395491e22be8c6c7033ec029c37,1
33406e55d6b7dc696acdfc308091dafb4fe0fd28,0
763a2138642632e604f7ee9ed49434b1f1f1f7ee,0
afe22aae4d339728639b2e6a06fa09646f463e3f,1
9a76957ab7eadb6380160dcb330a3e8244163ba2,1
4e4bbdb2e02499585f434ceb92258c82be7d67d2,0
6038ef72f2cb514caa3c7329b3489f301a78c09f,0
94dfd1dbca7d3b322848926b00c2c5e45fc5744c,1
f6f13813661b99056af294d0ba38b55417d30a58,1
eb70df26184186538f9a77d64f1a8463f29ee2b3,1
a6eec25fcfff526c474683f70f5fd52818ba7b72,0
c7b9dae46e8d3aa250649c9283ac13b4ebc11537,0
fe613fc3398f11eb3a8470452c151089acb509c7,1
f55b867bacdda34807bbd5b638748357d7582258,1
877e06d2abad72eb56b43ad04a34be19212ec65c,0
329238fcbd9970a8aa9eff2accdf0bc02c66365c,1
267ca6e197eaebae76272a993f89db535a3b48c5,0
a1df8ced99c88a164d17f07772d6f3a3bc782a5e,1
a57d06b81e88e7a773bcfd173830b6645f6d4c71,1
00a387a9371a7ec1b4ad28c6584e70fa43d14737,0
d2e9e3901ac29bfb073e784dd14deece369a1f6a,0
79cabefc7f5f8e914d89fea13fd30eac0f520f41,0
fc776c1bf24d3798ac8699378729c35702da6449,0
7b7796c72210703fd51da706b1118a8e1d20f603,1
9d9ae0b21ccffd44abccf6b7c27fb1602e6ffae8,0
b5865fba86242f2e483691358c70ddfde071d76b,1
8282cd01e8420b017b47fd173516e3ad5b96fbab,1
fa110e516c28fd77a6858061902d67144cb56528,0
7f916469453e8912d7261e9aa7814687723169f1,1
5855bc1a3c4f327ddc2d0694aa690daecbb8e6f3,1
0e2bf970dd3d3e2cf01725c9c4af28ab5ae04028,0
19de0d6610eb1eb768cbe6a6d8d835faee48f8ba,1
7ea8f806b1fe012bfcf0f98ea3df3d4378b34e04,0
ca3f239854b3b50e49f7be8006d5ceb52c712072,0
cbced988361215e5a77a61bb823d6bf8c3e2a24d,0
2a5a10268c552f0318614c01e13651fa9464c864,0
8c328730859cc0ec6d51690f69b3c4b33e29e6bd,1
a4e0cb5f4dfa6a7d22beeadc87a7274cf8c5eaa6,1
83461e2b6a46bc52b6cc472525fde31d35f625b5,0
c51518ab0c94e4e45ea33d39b1eb4e7dadf5bd6e,0
ce6675f96ade82975957985e1cf8ae402cfd210e,0
37047c9babd838f0e2aeea8f53d8906b6e937693,0
0cceef257bb8705c9bfbfcdc163679c268b85d23,1
a1dc35ce825756e339eed1dfa418170cf5722f63,1
467cce0cb25c1ce10678aaa9f041e5d328a4e73f,0
3a49256250dab911fba1f926721aa72bbdec8a77,1
31a2dd1680bc32ee723b6ad18bede258e892a88f,1
d610f815bf532cc2450875cff45bdd7c9b608a81,1
6852bd6541a43b5881dca9105ceb6ee5df46d34b,1
3fa3678aa76a41691678c95eae4be745032896d1,0
5276dda6df372e5ba3ae27e9801466250d8d8eca,0
6066af8150dbf793f5e014ca96bde46b0b1edd76,0
871f3d9228175e5874f3c093c97d435e26b56a80,0
e25f162075b61b5460642f4a05425be6935048a0,1
78f192ca06f06d9c1e91c618a3369bbf93a33c22,0
a66e5733c2b8d967f74342d8e1628cbba37f7452,1
adef4979dc95b72059735094af486c37e3b5224f,0
f0548eb4e6062b2b19b52bfd2002f748deb479f2,0
e8ae66fac0355bbd4171f707b013c5ea8f6092c1,0
b7f8baa8763f281fe35001fb8ca5382abe3771fe,1
7b09f69364b31b755bbcfef6e943bbe728267b83,1
3319722feaf8b0e52cf56502d95a06dc182cd77b,0
7744bfe7f0112aa0cf4da87194d30d9b6e864afc,0
44768af22ff22329b11c3c967f6ed3d99454df19,1
05c8405b680129b4fec95d8d7c660541331c1667,1
bdae94e7d8337d658d24057a8975f70555344a96,1
084af78ad974f67a3f87c3d4d2d88f8099662ab6,0
6a11654ec9a1b5b4cd05b0d58869349b8d8db4c3,1
51490ef7e69eae3c162b3815421498678682ed06,0
dec864db80684d89cf27a97c471117c648039fb2,0
40e0c925367aa03cd06cabbd99e56c76793cbfef,1
dc513141ce6db436291e3a295e3ef9d15496fd5d,0
61fa5190197de95bdeaab84113977ab9ce37cd5e,1
460969a6baf53d9c517b18b3122d9985922d8bac,1
03a9b9c84b862b356dbdf46ba854330d08edcd3b,0
d39724622f544667143123f7f88d20b0d1c4f237,1
f4b6bafac856d7eab1afe4e5b6d816016b745ef8,0
7994d6a97e20521b0388d683b423eff19a459f21,1
7adb2257efb7770599bb548c8580dd072a5057c2,1
83105423b54fe2b56cb3554d4eb942cdb5d4fd35,0
c29321cfaa3b848b4134cbc7c5f43c265bb7529f,0
3974695890210015d8770558623f58a83ed73357,1
52ac8e02f5b6a2d8aafaa503b3145ee11798b625,1
156067cf4f5abe59f65dde68655a299a1bf4cd05,1
a123e04606583c8f0e9f0231f9307ff2d9aa17eb,0
b4a09129e4e9222d64d232b8853ab2de26209af8,1
b33b160a6ec2a8985a482137a34cec0787f80748,1
56da0751b6b719103e3c307b2ca9196b9f44dc57,0
cac55dfb127bd1b66eb400e67a4eb448886147be,0
8a5858e94bc0e44e4bb758be22c590a1102759cd,1
b95b5eebe8424287fd1bf2eabb9198559b2eb2ef,1
7c63d3574b43e5d1a27313cf0ea07d8ec6f5744a,1
cddc3c41d7be024acf92339261d25219aebb18b2,0
51c7f57b6bc37841c95ba4e87b940fa60c9f7034,0
0324f3acad461db98323f2a70e57e0d797f91987,0
044bdf7e8417d1783153f76cff2c9eda3033cec9,1
10ff80694c70ca4614e3193e24f45da6e171f118,1
5eb0b471d411bae51a272068f360d8d4bc3f12a2,1
8582b791a9e851ba8d7cc2e91364290e039d0afc,0
7121ac2c38b9ad68e52c603dfe50f6ad9b2152eb,1
c63afca4a382e97de0bc835918571eabb666b1d1,0
ad60c0e6e61d29383ea0dc5d5532710e21816015,0
7f679b6b72fcb449db5231726fab7b4976117d3c,0
a18704ffe7a1e5219b1b84eba3a7c954337dddd9,0
b8754e8b040d234cefc3900a9b0f3c997cdb0520,0
e24ca79920cb4051ab3a110a44935e310828d0bf,1
fa1820ac7c91820b58913af0e212290bb9b4582e,0
907e7b92008874948028abaf74aeef331a7dc744,1
59821defb925be73bfd3d55597bc170dd07ea40f,1
7c8265da5410903395ff053c087479f8a13e07eb,1
07528d98dabd6de96a61d02e6bb92a57fa50b393,1
8d54c897342e444fc7f7448467397c59e30b8b82,0
d06a9245697034b950b0f459317432ea3ea9fdf6,0
8c7ee6a186ab5c90eee5ab76b9cb89477d3aa67f,1
df8caffc418ffa28f7e664e9453a8aa6d185b256,0
112787392ce56bccd2060aaab81436ea45288a6b,0
7bdb03f277571882dde6a196178a5c8a39a7ee72,0
929a886a3943f26e1213563a02b92b3690563c90,1
4adb747d11ccb375fb3ae56126ee7ce46322b4ad,0
e2c26b02a01117d3e544b4bdf7fe2a6b38e25961,1
e6f95e45d15feeb47a5692801b63659851b3e7f6,1
2eae9b3bd30fa53e60034cadadc57b6d245ac235,1
7f2bcee18bda0cfa2c96ab50cf1c8a214a41cf0b,0
23aae4644b0704e25e2202f0d056d275ecd73a2e,1
62b99932fded471e1318bd02bc29f5320d8fada5,0
8ef6c279f68f607b9478e66005d5fe474c2849a0,1
f9d867e65ecd7bf61bef60f1c3b738cb6296d78f,1
24189bb17f6d6b9b440bf933aebace9d8c61217c,0
fc1e7b51cdf1b951245e256eb39ea23911eb1c20,1
fed090a4dedfaffff9e1fcd35f46ef9cc49733fc,0
049af639d2652b665a9ef7db3900f1898beeb705,0
8942b7a32981f54f102f763d9492189cb5640fee,1
10f7f58e927b27703693729428531fe92b395153,1
d44c3931849db38d6bf0a0a21342e163af8e583d,0
46b51828818248e982b162113e1ec8c827d228a4,1
bce2624355e6fce7b2fa5b9cf4dab1fe51cf47a1,1
dce51a908b4c4fe588cf34f2717a3bbbcb03cdb2,1
b80dbb0f27b9a3852ec3d3ada5b8e803a315f97e,1
4faa2c23c7f0e888856584727a8ab6f13a132623,1
64bd5f877560924542a1dd4a1b73a8ebe342f2c3,1
1a4913efee55183a9df00e83ffd771157cb9a389,0
9266987b7e0d0aec40df9e909f8c0e309bdef108,1
5a03bb9e76be4296c1db1ff69c86210c8ad1ef79,0
6d099f1673e699b1821f65ec2a2ef9fb42370054,1
e0b87d68c35ec7bd7d3cb28c3186b978dbeb86b4,1
66f88b400891569e142f5598b9e443464d07c5cf,0
ebbb187312d555da84c92001716d150cd29695e1,0
651c433f259243787b9884d806ce188015f2b7ac,0
1a4d2225f6662cee625ae7e608370197b26bf5ae,1
0490be0c4004ee44cbeac605722005ba405a3028,1
9ebdf8385af2b144dc96352eb24241671b075163,0
3bdf9460f0e9d82f292ff8df4a49587d335d8d9c,0
20b85bfbbc1dd69b2a3449f8a1bc888eeb1024ff,1
7fda0c61baed4981fa773d2fe03a83d174f6feb2,1
6ee230db10c8e7c15bfc97a1050b33a15c773ff2,0
8099f340e56093926c9141b2e3e66390e302ea9c,1
ea685b848e3171943aec72ca1754aa097e781c9b,0
e47bb5c2fc3dfe6c669a1f6e52e435758b3cd39c,0
1e0f699a598ab44d7cf62eab292e29f62ca433d9,1
6c177204350406172746513825cb1f5e459faf56,1
00d8e2ee32710de96c794c7cbfef8364f72ad17d,1
20de896bd598542052ed620e109ee4fa12fdfe15,1
4370fda10c90d7d185541b23e4180cbf8da299ff,0
d62f57794b663471bd878e1cb68a90754f986eae,0
a4eee3157d3debde0226040c2fd7471050b7c144,1
00404160049e97928a327263d7e3aa0d7cb3f308,1
0ea1fed097ffe402eeaadf86fb7129d95cc340ab,0
bb5f3fa0d742d6bc4ea3d11d8e702b98cc6a9b2e,0
3579f18e63a49dfa43fe672342166f4499e91c74,0
e9da0643a10a0b079649a0467825f1d58bd003d6,1
ec52982313ee0051caf7e5f815063699bf4faaa8,1
12b87b8f169342c47b00ae14babbf18166641211,0
16a962f703c91d30ee4d732e5e1c715455021ca3,0
8e890b2b3447470c8112a0303b99f368940e7f9c,1
a083463714ac260b1c46e98bb10160af63ebb4f2,0
45f39c027601088937a9e6b178135166f6a9b7d5,0
a123a85dd5effe5a9a5d07b53c9097a202915c3c,0
3ea38000484e2d554948854af4e7d5127571087b,0
90fa22d7d9cb8b2fb029f786e46ab43bd3ee9869,1
d2a04e7c2294ce7febaccae1e6ea065ce2dbaf9a,1
c9b49ea49c3fba434a12dbfcc4bab710b4a38a7e,1
820c9cbd956f7ac7566096fc1edbcfb321123551,1
b94b02cac25b05b5040b234d51bc0b96f06170e6,0
59001f1c79e486a16e253a1469fb319eb55fbe3e,0
72837536ad74c2c6cf15310efcf2c868c66f9026,0
e8615a3500cad9239b60ce6a2cfe1ddcc6180f5d,1
b1bc430d334c2af306c593ca2206bd9969746b7d,1
83c1e108a698cdfbe0ab75acc3e8f9185d11fdca,0
4684519d669f193b4d0aefe53c0a4d33930ad8e2,0
7a885b26c4bc5a28449acfe9354cdc6fed99153f,0
7baf30e8f5dcc46d960c3aa8cd3c01b0e1f17565,1
7566ebbf074fc33b558e45e62cf7e9ead486bd6f,1
024674149c174fc756d5aa8e3544961dfbb2518b,1
8ccba5e5b736f163c98f3a6d2f731d46ed6d9123,0
5da7426b91438ea15dc051dbf6ef621092dac770,0
e4030c7b7412729e95e3dffa24511c933a3fe9bb,1
056542b9d271cbca9f93dbbe854042c3f57088fa,1
016217948842184f0e22b2f69d68bcf0f09cb0d5,1
78b3f2f247fea2a861ae09a27b512397d4493000,1
c9ade797c56371d60c1938b2041ffc9801348570,1
5050e817f065b11ce1601675458f2b4e22afeef7,1
09df75104c989e4ac87b54dd06cf7c92ba15785b,0
44e33bf2557c5199bcdabcb132683d5c921b0a42,1
ceae04a1eec0c619f6f369a917449a0276a03eda,1
8b9cde580a34a4e79208a936d68078235cfc4ff4,0
e7c71d703981567afb5fd3bb68accb7d5f70eb06,0
b1180e74831dc1b8a318b70a9d16219e1220e483,1
9689082a3b06f9181f5fa069102a8f2c5f346caf,1
48f2661d9444fe9c6ff3fc76257b9dd22c438577,1
88135b7a7c38e8b9b0d466e910d7d65f2aefcd0d,1
7eb1cb5e6e1395327288029eacbf0a28811471f3,0
0904aa7f2f42a919fdaf199334fdceb3197e1552,1
96872e3418cc8c60ed00946fed41ce308070951b,1
f3b0c34380e3393d9864c1687999e26a7aa368ca,1
0749e953b27b1980cded625901b11d546abd3811,1
b2108b6d2fc46fbb0fc31db5a1612a22ef8d97d8,1
f39ef1b8c2e7820c2a781da0738493416f3975bb,1
cac76e724cc7527843416a9f9a589e55cfe7f8dd,1
758ecdb194c5a802770c5d6d9e57c6ddf6ceecee,0
9c0e6277f63979dcbde14b444f13ee4671ad2d3c,1
6c90652bf935688d1f3bd301a10ee6b9d19a3680,1
eaaf9730407605f6bd2180d74963e1b9b4ca3130,0
eda8d510906b288226c0f006e7c9eef90439d42f,0
d5e7ebbc7e67fc00a454a1e8544423c0d81264b5,1
3c9f8be30d4a55da66859f7565dec82bae440424,0
28a882fe8ac7a82d67d06030db5ee66f13ccda8f,0
dcc2d074e51b42f97e3c26c2b53bad2a8dd1528c,0
b5791465b2fbfff9ccab0b34c35b4aa9119172fb,1
027d06855e9354010fa1fa271096ecadb0f0e6e0,1
a311f76745fe8a997190ecf7e49d2e2a1789ac31,0
4ce3244e0f325751bb474f5238e6b7c2fbe811bc,0
fe43a345dcd0d52f8949cafa884ac8f7dd91f663,0
a9bbb2e3320e065e69f4133c53caeaf15bdd1439,1
7ae455324f510c342b7a8cc69ec6184d9467d18c,1
3518e31ab264f1f8015c63e206577c59712bcc2f,0
eab239e1202ba05140fb94fda994f9fafbd547ee,1
213ed486fe1b3aa32c7de8d63d14748623425f99,0
b77f9dae283e10b7b081926d20eac6fd2dc95d2c,1
11809e51c6de26075a37381aeda1cc28de555dac,1
402caa9513a9d1a17cacf958520d2687f5b9f2fa,1
2079419df9b0716fffaf8bfb0e0aad87c6e391de,1
24f6c23ccb7872d46e3200446bab326fb391d736,1
b18e01e3d43567da57e8bf237b65e2af749e1f9c,1
d0f662755978fafb8afa6d74e10d2deb7dbfe624,0
48049ddd7ca7f3a69a34e32aa5fab5b46639c1b1,1
226be7aeed7b6d001fe2c2588067120e9bbdc835,1
44b24119fc4ced1b3b84e6e61cf965b2e0b1f88e,0
155ef4de1929a160fb6ab66ffe2b50e1f9327405,0
3e57dd1be435a1bd033f0595420781cbb37a4ee7,1
3e85d1d88c24677b3a347b9848a92f4d065ee14e,1
66cda672d88f7fad6a8d768cff47a40582c0c43b,1
47f3a47bff4b0e67aa964e6e9b52c35131d307dd,0
aa5eb0f2e9a5c83877bd43a1446abb36a6d05e47,0
a8b2d9f7ea84aaedb56a8ec17defdaec1c43ec68,0
0fd76d0822350d8a81bac6096fa3aeef5cb36e55,1
9cd544a4dc9723870f11a2dba06a5e3bba145c71,0
ec6862bc85d83086235e51564974200de1f8ac41,0
eb1676b44045af3360d2c5ab7c9d0e5c3e1020bd,0
1eec55e59e433caa3414be3efc8dc874e8bb0cbd,0
b1e21b9d7405cc4ff34c9a091703d2dffa759e81,1
868ce5160c8af3d5d471dff94d2b84f5ea68bd7d,0
94825cf411ddf1624d3a5d32c99c9c1210b7a579,1
a15d5a7a020469d688731661d18e24457c15f17f,0
f61a22cb06164efb8068a99d2d5a0cdb3e48212f,1
f2382316cc14bf208fc4f4d2fe27a66c855a201f,0
a969884f40ff7da0f10021aa930a5fef37fcf12d,0
603a08fa476a7ec1362855062d576e40f77a0a9b,0
0b4ac1b2b0283159531a6763666328417177b356,0
590d694ad4e8d89a5cf21b8f8226f7fa9e981055,0
af92c952e45f3c2d3063825228ccae667b50db31,0
d1621d7c4b89d750b1404ddd20efbf40d2708bde,0
ecf3dab65d121eff412240726b60300e06180679,1
5ab959369a02651e6ee6480cbbf81479d3eeb648,1
deb1773ac85492e945cb4e36eb44479c8c576c7c,0
727d53753c73cf16eb29dea9c776c903a1866de6,0
07a0c7b6927fb8fbc989cabf9b1bb7d3b5b1c9f6,1
2a65a73cd9b5573cd7371d4000b0e35706ed142e,1
22ca9cb251cf6416465ef82876c42d298df988bc,0
11985921e7fccb956070cc9894c328a616c2499f,0
3771700a1171d4546a9e1fa4bb2f71598e291ff1,1
e445ce80a2c35a11164cca8089d5e294982615cc,1
f40f82085ce784b7cfeceb3446953f2e302a4a31,0
c71428dae4eb1d9c947792cd6f6afba6aa6241de,1
344768b9df238421d2cd82ea30b97b3ca39f9a6e,1
c8d4d25b5e56efeaa822bb450950d2fc9db5ef32,1
003b6b8d36c494b256d294d8961cc622b8b17316,0
18f4e3384be2885959ff428e542f8e38b14bd7c9,0
441481d15944f0d3a2e3c0dc65133b0233ebddc7,0
37f614b9900e3406a354fcb4895d6d1d290bc657,0
407c85825c3a7a06546a3c991c1e040831c8c423,0
675ade3e69171a050e573ffb919ba49e592d2002,1
a29be0a9ddaf63046abc23f69a57316533b7d487,0
a22f9978b210da0a5df285a226b561462da93005,1
2c37e3ef4fd589f085bb2f0d2a18f6c149e1bc12,1
6ad4f323681ba80d0b72efe37d4028dbf4d79616,0
1fa95731401581d25508d34e1b26f47392c7eb29,0
465ca251f5a447199b1e055024c1c7ff7e72d6c3,0
8965aeb55c35995d354bb9dff4b45263761d9b70,1
08e6f329b648e5f94386eae65b3d286359c0e4be,1
facacaf521c2fa40159c47106e4444dc545faef0,1
d5701a1c761cb409bfc2481c1d67d8baa4d1d399,1
147110ad49c47386b6a2f0c09e282b43df7b2f4c,1
0fa365ded813148bdc2594f73f326b9cb3bbba02,0
009fcc9df926d5f9499e914c0af34afc7597d672,0
7f6435633091939ef2669e05a2ea355d10291f1d,1
51f888a52154ec955977fc13232e8553c02fef72,0
e3fb67b8eb7ddaadc112804102ce0687c47c9ab2,0
de48c0ea5073360d09d3718debefe3fe1cd58d37,0
706dcec2653218b8238ebe2f3d41237fc59b5710,1
3490f1b9c472fa5823a68530d06ff2822c1527c1,1
d9923c3281201754ec3e32482cb6e27a24ed0a86,1
6d037590b840afd6997c7511bbfa7d81870c81a1,0
3b40409a9d73bebefd1d23afe8be055a5cc4d326,0
052d315264498cc049fdd09f63adf84eeaafcf68,0
43260addf58310f3f1d113a61ecb3f9bae2ee47b,0
1bbc2782c1f705430edaff24651b0dbc0339fddc,1
395f0fcf48d1798ddb20cda912e55c1019a1b463,1
3b59b46677bfbc77bfe830bb0b9ff214e9256a14,0
da700db16d1c9a72cb72c9679311289c40749719,1
8af87e4349b8a1c2c19331f30a79771de5a115fe,1
c8461c18380ece9ddd8e3c2bf73a7a03b4f53326,1
a28c1e81a9bec2097ce3ca0d1fe9b1a0f2717283,0
517d76f754f369642423b0b21cbc64dcfbdd6e65,1
9dcb0de07dc4bf99ceafae9fd4c2d4e2b771efc4,1
0180d9d843b8ca8ea453f33ff910ced7bc88a2df,1
21ebeb89a262c3cff9b7c86211f03d852a1f5201,1
30ca72c3fdd47a4a9971e0f75d668ff03cf64a64,1
bc93f814c56dadf5c928c11a38cd01fca13ceaa4,1
40f98f0ec38f0c6adf51b1fdb0b48f1d943d871f,1
b813084e4ba7d54dd774bfdfa95dd9b671b0355c,1
4bd110e7e676e060ab50164f24bc2b935ffae2a1,0
d4f545bbdf82a4dacd39799be9d7b17f8b87d4f9,1
a4811ff94d71e1ba862d2716466919d79d20b2f3,1
9add36a6c73ec571ddba522aee07110afce84535,1
a9ecfa9143797e9617a707393a969c844fb52118,0
1f68470ddbd078499bacab571252d6f101089633,0
1d65c1d250c077b9930828cfc36d2db90762d755,0
52c4a0b202f20195a2bf7e4955cbe58ecacad79a,1
44a1c5d509d189e7a510509dbcb95fbc59d4fa38,1
452aabb091d3dd1bb4720956fba684cd75c8313b,1
bf01aebf412a2d95710b6cc25239df19b473ee0f,0
5a140a3fdd812b6ab0b3b3c4027c9840a6eadb5e,0
f150ee9a8559e5a1af0dc2ac27aa02ad60ba2813,1
ecf8c39b4e5d5709377e7160f3b19a871de23383,1
60724f577a905a237717811657b207c52246a217,0
5ee4fc03cb56ad68f50133ffb2431b149ba827d0,0
7dabe08d3db81827e2fc24f8cb0f2dc4be5b7d62,1
f401eef5b96d9d2519634a3610d78eaa1b5ae21e,1
0489d4a09f6603194c045c81de24d91598df0703,0
796cc681928d07eb5b59da06e7eabe818ac41d99,0
f0b7b571616948f12e9cffee5702ee05e4b11ef7,0
65a656567a9e4958a3318760568c7d5ddaaa8753,0
c6a2a53dd807f24d0f63cd19abb3d99d900e5517,1
e9f9c5a23ed870a114db100f1ddc3ef414154829,1
